"","ID","ch","sex","stage","tail","stream","trout"
"1228","GBB3-4O5","000000000000000000000000000000000011000000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1229","GBB3-4O6","000000000000000000000000000000000010000000000000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1230","GBB3-4O7","000000000000000000000000000000000010000100000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1231","GBB3-4O8","000000000000000000000000000000000010000000000000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1232","GBB3-5O1","000000000000000000000000000000000010000000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1233","GBB3-5O2","000000000000000000000000000000000010000000000000000000000000000000000000","M","A","Full","Bear","Absent"
"1234","GBB3-5O4","000000000000000000000000000000000010000000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1235","GBB3-5O6","000000000000000000000000000000000010000000000000000000000000000000000000","U","M","Damaged","Bear","Absent"
"1236","GBB3-5O7","000000000000000000000000000000000010000000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1237","GBB3-5O8","000000000000000000000000000000000010000000000000000000000000000000000000","M","A","Full","Bear","Absent"
"1238","GBB3-6O1","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1239","GBB3-6O2","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1240","GBB3-6O4","000000000000000000000000000000000001000000000000000000000000000000000000","M","A","Full","Bear","Absent"
"1241","GBB3-6O5","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1242","GBB3-6O7","000000000000000000000000000000000001000010000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1243","GBB3-6O8","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1244","GBB3-7O1","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1245","GBB3-7O2","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1246","GBB3-7O4","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1247","GBB3-7O5","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1248","GBB3-7O6","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1249","GBB3-7O8","000000000000000000000000000000000001000000000000000000000000000000000000","F","A","Damaged","Bear","Absent"
"1250","GBB3-8O1","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1251","GBB3-8O2","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1252","GBB3-8O4","000000000000000000000000000000000001000000000000000000000000000000000000","F","A","Damaged","Bear","Absent"
"1253","GBB3-8O5","000000000000000000000000000000000001000000000000000000000000000000000000","U","A","Damaged","Bear","Absent"
"1254","GBB3-8O6","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1255","GBB3-8O7","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1256","GBB4-5O1","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1257","GBB4-5O2","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1258","GP999002018052206","000000000000000000000000000000000000100000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1259","GP999002018052214","000000000000000000000000000000000000100000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1260","GP999002018052216","000000000000000000000000000000000000100000000000000000000000000000000000","F","A","Damaged","Bear","Absent"
"1261","GP999002018052220","000000000000000000000000000000000000100000000000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1262","GP999002018052230","000000000000000000000000000000000000100000000000000000000000000000000000","M","A","Full","Bear","Absent"
"1263","GP999002018052237","000000000000000000000000000000000000100100000000000000000000000000000000","M","A","Full","Bear","Absent"
"1264","GP999002018052246","000000000000000000000000000000000000100000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1265","GP999002018052251","000000000000000000000000000000000000100000000000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1266","GP999002018052263","000000000000000000000000000000000000100000000000000000000000000000000000","F","A","Damaged","Bear","Absent"
"1267","GP999002018052271","000000000000000000000000000000000000100000000000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1268","GP999002018052274","000000000000000000000000000000000000100000000000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1269","GP999002018052275","000000000000000000000000000000000000100000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1270","GP999002018052286","000000000000000000000000000000000000100000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1271","GP999002018052288","000000000000000000000000000000000000100000000000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1272","GP999002018052290","000000000000000000000000000000000000100000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1273","GP999002018052291","000000000000000000000000000000000000100000000000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1274","GP999002018052298","000000000000000000000000000000000000100000000000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1275","GP999002018052707","000000000000000000000000000000000000010000110000000000000000000000000000","U","L","Full","Bear","Absent"
"1276","GP999002018052714","000000000000000000000000000000000000010000000000000000000000000000000000","M","A","Full","Bear","Absent"
"1277","GP999002018052717","000000000000000000000000000000000000010000000000000000100000000000000000","U","L","Full","Bear","Absent"
"1278","GP999002018052719","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1279","GP999002018052726","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1280","GP999002018052727","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1281","GP999002018052733","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1282","GP999002018052737","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1283","GP999002018052752","000000000000000000000000000000000000010000000000001000000000000000000000","U","L","Full","Bear","Absent"
"1284","GP999002018052753","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1285","GP999002018052789","000000000000000000000000000000000000011000000000000000000000000000000000","F","A","Full","Bear","Absent"
"1286","GP999002018052790","000000000000000000000000000000000000010000000000000000000000000000000000","M","A","Full","Bear","Absent"
"1287","GP999002018052800","000000000000000000000000000000000000010100000000000000000000000000000000","F","A","Full","Bear","Absent"
"1288","GP999002018052008","000000000000000000000000000000000000001000010000000000000000000000000000","U","L","Full","Bear","Absent"
"1289","GP999002018052018","000000000000000000000000000000000000001000000000001000000000000000000000","M","A","Full","Bear","Absent"
"1290","GP999002018052021","000000000000000000000000000000000000001000000000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1291","GP999002018052029","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Full","Bear","Absent"
"1292","GP999002018052042","000000000000000000000000000000000000001100000000000000000000000000000000","U","L","Full","Bear","Absent"
"1293","GP999002018052043","000000000000000000000000000000000000001000000000000000000000000000000000","F","A","Damaged","Bear","Absent"
"1294","GP999002018052051","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1295","GP999002018052052","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1296","GP999002018052061","000000000000000000000000000000000000001000000000000000000000000000001000","F","A","Full","Bear","Absent"
"1297","GP999002018052065","000000000000000000000000000000000000001000000000100000000000000000000000","U","L","Full","Bear","Absent"
"1298","GP999002018052073","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1299","GP999002018052075","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1300","GP999002018052082","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1301","GP999002018052090","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1302","GP999002018052092","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1303","GP999002018052094","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1304","GP999002018052702","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1305","GP999002018052709","000000000000000000000000000000000000001000001000000000000000000000000000","U","L","Full","Bear","Absent"
"1306","GP999002018052710","000000000000000000000000000000000000001000001000000000000000000000000000","U","L","Full","Bear","Absent"
"1307","GP999002018052724","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1308","GP999002018052731","000000000000000000000000000000000000001100000000000000000000000000000000","U","L","Full","Bear","Absent"
"1309","GP999002018052738","000000000000000000000000000000000000001000011000000000000000000000000000","F","A","Full","Bear","Absent"
"1310","GP999002018052749","000000000000000000000000000000000000001000000000000000000000000000000000","M","A","Full","Bear","Absent"
"1311","GP999002018052750","000000000000000000000000000000000000001100000000100000000000000000000000","U","L","Full","Bear","Absent"
"1312","GP999002018052764","000000000000000000000000000000000000001000000000000000000000000000000000","M","A","Full","Bear","Absent"
"1313","GP999002018052792","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1314","GP999002018052003","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1315","GP999002018052010","000000000000000000000000000000000000000100000000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1316","GP999002018052020","000000000000000000000000000000000000000110000000000000000000000000000000","U","L","Full","Bear","Absent"
"1317","GP999002018052024","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1318","GP999002018052030","000000000000000000000000000000000000000100100000000000000000000000000000","U","L","Full","Bear","Absent"
"1319","GP999002018052032","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1320","GP999002018052049","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1321","GP999002018052057","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Full","Bear","Absent"
"1322","GP999002018052058","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Full","Bear","Absent"
"1323","GP999002018052062","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Full","Bear","Absent"
"1324","GP999002018052063","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1325","GP999002018052066","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Full","Bear","Absent"
"1326","GP999002018052074","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Full","Bear","Absent"
"1327","GP999002018052078","000000000000000000000000000000000000000100000000000000000000000000000000","M","A","Full","Bear","Absent"
"1328","GP999002018052093","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Full","Bear","Absent"
"1329","GP999002018052095","000000000000000000000000000000000000000100000000000000000000000000000000","M","A","Full","Bear","Absent"
"1330","GP999002018052096","000000000000000000000000000000000000000100000000000000000000000000000000","F","A","Full","Bear","Absent"
"1331","GP999002018052099","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Full","Bear","Absent"
"1332","GP999002018052819","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1333","GP999002018052822","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1334","GP999002018052827","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Full","Bear","Absent"
"1335","GP999002018052828","000000000000000000000000000000000000000010000000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1336","GP999002018052841","000000000000000000000000000000000000000010110000000000000000000000000000","U","L","Full","Bear","Absent"
"1337","GP999002018052855","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1338","GP999002018052856","000000000000000000000000000000000000000010000000000000000000000000000000","F","A","Damaged","Bear","Absent"
"1339","GP999002018052868","000000000000000000000000000000000000000010000001000000000000000000000000","U","L","Full","Bear","Absent"
"1340","GP999002018052872","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1341","GP999002018052874","000000000000000000000000000000000000000010000000000000000000000000000000","F","A","Damaged","Bear","Absent"
"1342","GP999002018052883","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1343","GP999002018052886","000000000000000000000000000000000000000010000000000000000000000000000000","M","A","Full","Bear","Absent"
"1344","GP999002018052898","000000000000000000000000000000000000000010011000000000010000000000000000","U","L","Full","Bear","Absent"
"1345","GP999002018052307","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Full","Bear","Absent"
"1346","GP999002018052318","000000000000000000000000000000000000000000100000000000000000000000000000","F","A","Full","Bear","Absent"
"1347","GP999002018052324","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Full","Bear","Absent"
"1348","GP999002018052331","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1349","GP999002018052335","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1350","GP999002018052353","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Full","Bear","Absent"
"1351","GP999002018052357","000000000000000000000000000000000000000000110000000000000000000000000000","U","L","Full","Bear","Absent"
"1352","GP999002018052367","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Full","Bear","Absent"
"1353","GP999002018052381","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Full","Bear","Absent"
"1354","GP999002018052399","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1355","GP999002018052400","000000000000000000000000000000000000000000101000000000000000000000000000","U","L","Full","Bear","Absent"
"1356","GP999002018052603","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Full","Bear","Absent"
"1357","GP999002018052604","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1358","GP999002018052607","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1359","GP999002018052608","000000000000000000000000000000000000000000011000000000000000000000000000","U","L","Full","Bear","Absent"
"1360","GP999002018052630","000000000000000000000000000000000000000000010000000000000000000000000000","F","A","Damaged","Bear","Absent"
"1361","GP999002018052631","000000000000000000000000000000000000000000010000000000000000000000000000","U","M","Damaged","Bear","Absent"
"1362","GP999002018052636","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1363","GP999002018052653","000000000000000000000000000000000000000000011000000000000000000000000000","U","L","Full","Bear","Absent"
"1364","GP999002018052656","000000000000000000000000000000000000000000010000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1365","GP999002018052660","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1366","GP999002018052670","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Full","Bear","Absent"
"1367","GP999002018052676","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1368","GP999002018052678","000000000000000000000000000000000000000000010000000000000000000000000000","U","A","Full","Bear","Absent"
"1369","GP999002018052682","000000000000000000000000000000000000000000010010000000000000000000000000","U","L","Full","Bear","Absent"
"1370","GP999002018052687","000000000000000000000000000000000000000000010000000000000000100010000000","M","A","Full","Bear","Absent"
"1371","GP999002018052700","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Full","Bear","Absent"
"1372","GP999002018052619","000000000000000000000000000000000000000000010000000000000000000000000000","M","A","Full","Bear","Absent"
"1373","GP999002018052625","000000000000000000000000000000000000000000010000000000000000000000000000","M","A","Damaged","Bear","Absent"
"1374","GP999002018052637","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1375","GP999002018052649","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1376","GP999002018052671","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1377","GP999002018052606","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1378","GP999002018052617","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1379","GP999002018052643","000000000000000000000000000000000000000000001000000100000000000000000000","U","L","Full","Bear","Absent"
"1380","GP999002018052646","000000000000000000000000000000000000000000001000000000000000000000000000","F","A","Full","Bear","Absent"
"1381","GP999002018052650","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1382","GP999002018052651","000000000000000000000000000000000000000000001000000000000000000000000000","F","A","Full","Bear","Absent"
"1383","GP999002018052657","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1384","GP999002018052662","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1385","GP999002018052667","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1386","GP999002018052669","000000000000000000000000000000000000000000001000000001000000000000000000","U","L","Full","Bear","Absent"
"1387","GP999002018052679","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1388","GP999002018052680","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Bear","Absent"
"1389","GP999002018052692","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Full","Bear","Absent"
"1390","GP999002018052401","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Damaged","Bear","Absent"
"1391","GP999002018052442","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Damaged","Bear","Absent"
"1392","GP999002018052462","000000000000000000000000000000000000000000000100010000000000000000000000","U","L","Full","Bear","Absent"
"1393","GP999002018052469","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Damaged","Bear","Absent"
"1394","GP999002018052417","000000000000000000000000000000000000000000000010000000000000000000000000","U","L","Full","Bear","Absent"
"1395","GP999002018052471","000000000000000000000000000000000000000000000010000000000000000000000000","U","L","Full","Bear","Absent"
"1396","GP999002018052491","000000000000000000000000000000000000000000000010000000000000000010000100","F","A","Full","Bear","Absent"
"1397","GP999002018052105","000000000000000000000000000000000000000000000001000000000000000000000100","M","A","Full","Bear","Absent"
"1398","GP999002018052108","000000000000000000000000000000000000000000000001000000100000000000000000","U","A","Damaged","Bear","Absent"
"1399","GP999002018052110","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Full","Bear","Absent"
"1400","GP999002018052121","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Damaged","Bear","Absent"
"1401","GP999002018052123","000000000000000000000000000000000000000000000001000000010000000000000000","U","L","Full","Bear","Absent"
"1402","GP999002018052128","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Full","Bear","Absent"
"1403","GP999002018052142","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Damaged","Bear","Absent"
"1404","GP999002018052159","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Damaged","Bear","Absent"
"1405","GP999002018052178","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Full","Bear","Absent"
"1406","GP999002018052195","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Full","Bear","Absent"
"1407","GP999002018052419","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Damaged","Bear","Absent"
"1408","GP999002018052513","000000000000000000000000000000000000000000000000100000000000000000000000","U","L","Damaged","Bear","Absent"
"1409","GP999002018052520","000000000000000000000000000000000000000000000000100000000000000000000000","U","L","Damaged","Bear","Absent"
"1410","GP999002018052523","000000000000000000000000000000000000000000000000100000000000000000000000","U","L","Damaged","Bear","Absent"
"1411","GP999002018052545","000000000000000000000000000000000000000000000000100000000000000000000000","U","L","Full","Bear","Absent"
"1412","GP999002018052556","000000000000000000000000000000000000000000000000100000100000000000000000","U","L","Full","Bear","Absent"
"1413","GP999002018052574","000000000000000000000000000000000000000000000000100000000000000000000000","U","L","Damaged","Bear","Absent"
"1414","GP999002018052579","000000000000000000000000000000000000000000000000100100000000000000000000","U","L","Full","Bear","Absent"
"1415","GP999002018052505","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Full","Bear","Absent"
"1416","GP999002018052506","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Damaged","Bear","Absent"
"1417","GP999002018052518","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Damaged","Bear","Absent"
"1418","GP999002018052519","000000000000000000000000000000000000000000000000010000100000000000000000","U","L","Full","Bear","Absent"
"1419","GP999002018052522","000000000000000000000000000000000000000000000000010000000100000000000000","U","L","Full","Bear","Absent"
"1420","GP999002018052535","000000000000000000000000000000000000000000000000010000000000001001000000","U","L","Full","Bear","Absent"
"1421","GP999002018052537","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Full","Bear","Absent"
"1422","GP999002018052542","000000000000000000000000000000000000000000000000011000000000000000000000","U","L","Full","Bear","Absent"
"1423","GP999002018052543","000000000000000000000000000000000000000000000000010000000001000000000000","U","L","Full","Bear","Absent"
"1424","GP999002018052544","000000000000000000000000000000000000000000000000010000000000000000000000","M","A","Full","Bear","Absent"
"1425","GP999002018052585","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Damaged","Bear","Absent"
"1426","GP999002018052590","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Full","Bear","Absent"
"1427","GP999002018052595","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Damaged","Bear","Absent"
"1428","GP999002018052596","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Damaged","Bear","Absent"
"1429","GP900113001674901","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Full","Bear","Absent"
"1430","GP900113001674908","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Bear","Absent"
"1431","GP900113001674932","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Bear","Absent"
"1432","GP900113001674940","000000000000000000000000000000000000000000000000001000000000000000000000","M","A","Full","Bear","Absent"
"1433","GP900113001674946","000000000000000000000000000000000000000000000000001100000000000000000000","U","L","Full","Bear","Absent"
"1434","GP900113001674956","000000000000000000000000000000000000000000000000001000000000000000000000","M","A","Full","Bear","Absent"
"1435","GP900113001674958","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Bear","Absent"
"1436","GP900113001674964","000000000000000000000000000000000000000000000000001100000000000000000000","U","L","Full","Bear","Absent"
"1437","GP900113001674968","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Bear","Absent"
"1438","GP900113001674971","000000000000000000000000000000000000000000000000001000000001000000000000","U","L","Full","Bear","Absent"
"1439","GP900113001674975","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Bear","Absent"
"1440","GP900113001674989","000000000000000000000000000000000000000000000000001000000000001000000000","U","L","Full","Bear","Absent"
"1441","GP900113001674997","000000000000000000000000000000000000000000000000001011000000000000000000","U","L","Full","Bear","Absent"
"1442","GP900113001674998","000000000000000000000000000000000000000000000000011100000000000000000000","U","L","Damaged","Zigzag","Absent"
"1443","GP900113001674706","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Bear","Absent"
"1444","GP900113001674708","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1445","GP900113001674721","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1446","GP900113001674728","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1447","GP900113001674730","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1448","GP900113001674731","000000000000000000000000000000000000000000000000000100000100000000000000","U","L","Full","Bear","Absent"
"1449","GP900113001674734","000000000000000000000000000000000000000000000000000100000000000000000000","M","A","Damaged","Bear","Absent"
"1450","GP900113001674735","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1451","GP900113001674737","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1452","GP900113001674738","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1453","GP900113001674745","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Bear","Absent"
"1454","GP900113001674750","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1455","GP900113001674754","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1456","GP900113001674756","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1457","GP900113001674761","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1458","GP900113001674764","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1459","GP900113001674774","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1460","GP900113001674776","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1461","GP900113001674778","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Bear","Absent"
"1462","GP900113001674779","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1463","GP900113001674780","000000000000000000000000000000000000000000000000000100000000000000000000","M","A","Full","Bear","Absent"
"1464","GP900113001674786","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Bear","Absent"
"1465","GP900113001674788","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1466","GP900113001674790","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Bear","Absent"
"1467","GP900113001674619","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Damaged","Bear","Absent"
"1468","GP900113001674632","000000000000000000000000000000000000000000000000000011000000000000000000","U","L","Full","Bear","Absent"
"1469","GP900113001674658","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Damaged","Bear","Absent"
"1470","GP900113001674665","000000000000000000000000000000000000000000000000000010000000000000100000","U","L","Full","Bear","Absent"
"1471","GP900113001674668","000000000000000000000000000000000000000000000000000011101011100000000000","U","L","Full","Bear","Absent"
"1472","GP900113001674675","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Damaged","Bear","Absent"
"1473","GP900113001674614","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Damaged","Bear","Absent"
"1474","GP900113001674620","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Damaged","Bear","Absent"
"1475","GP900113001674631","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Damaged","Bear","Absent"
"1476","GP900113001674689","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Full","Bear","Absent"
"1477","GP900113001674697","000000000000000000000000000000000000000000000000000001000100000000000000","U","L","Full","Bear","Absent"
"1478","GP900113001674699","000000000000000000000000000000000000000000000000000001000000000100100000","F","A","Full","Bear","Absent"
"1479","GP900113001674403","000000000000000000000000000000000000000000000000000000110000000000000000","U","L","Full","Bear","Absent"
"1480","GP900113001674416","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Full","Bear","Absent"
"1481","GP900113001674420","000000000000000000000000000000000000000000000000000000100000000000000000","M","A","Damaged","Bear","Absent"
"1482","GP900113001674436","000000000000000000000000000000000000000000000000000000101000000000000000","U","L","Full","Bear","Absent"
"1483","GP900113001674440","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Bear","Absent"
"1484","GP900113001674441","000000000000000000000000000000000000000000000000000000101000000000000000","F","A","Full","Bear","Absent"
"1485","GP900113001674446","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Bear","Absent"
